mediaName,relName,relationType
死亡迷局,董平,主演
死亡迷局,福建恒业影业有限公司,发行
死亡迷局,上海炫映影视传播有限公司,发行
死亡迷局,北京金竹泰和国际文化投资有限公司,发行
死亡迷局,董娉,主演
死亡迷局,程泓,主演
死亡迷局,杨宝龙,主演
死亡迷局,鲁坚,导演
死亡迷局,傅冲,主演
死亡迷局,阮志强,主演
囧蛋奇兵,刘威,主演
囧蛋奇兵,北京中外世纪影视文化传播有限公司,发行
囧蛋奇兵,四川省乐山市快乐小镇影视文化有限公司,制作
囧蛋奇兵,张立威,主演
囧蛋奇兵,郭明尔,导演
囧蛋奇兵,午马,主演
囧蛋奇兵,雷涛,导演
囧蛋奇兵,徐嘉苇,主演
囧蛋奇兵,张赫,主演
囧蛋奇兵,谈莉娜,主演
初到东京,华夏电影发行有限责任公司,制作
初到东京,华夏电影发行有限责任公司,发行
初到东京,秦昊,主演
初到东京,田原,主演
初到东京,蒋钦民,导演
初到东京,北京新表现影视文化传播有限公司,制作
初到东京,杭州同方联合影业集团有限公司,制作
初到东京,Wilco Japan Inc. ,制作
初到东京,张钧甯,主演
初到东京,池内博之,主演
初到东京,倍赏千惠子,主演
初到东京,中泉英雄,主演
晚秋,星美(北京)影业有限公司,发行
晚秋,华夏电影发行有限责任公司,发行
晚秋,宝蓝电影制作有限公司,制作
晚秋,M&FC ,制作
晚秋,North by Northwest Entertainment ,制作
晚秋,电影工作室有限公司,制作
晚秋,汤唯,主演
晚秋,金泰勇,导演
晚秋,金俊成,主演
晚秋,玄彬,主演
晚秋,艾尔西亚·德尔默,主演
春娇与志明,香港寰亚电影有限公司,制作
春娇与志明,黄晓明,主演
春娇与志明,徐峥,主演
春娇与志明,郝蕾,主演
春娇与志明,中影寰亚音像制品有限公司,制作
春娇与志明,王太利,主演
春娇与志明,广州美亚华天下电影发行有限公司,发行
春娇与志明,正在电影制作有限公司,制作
春娇与志明,谷德昭,主演
春娇与志明,郑伊健,主演
春娇与志明,邵音音,主演
春娇与志明,余文乐,主演
春娇与志明,彭浩翔,主演
春娇与志明,彭浩翔,导演
春娇与志明,杨千嬅,主演
春娇与志明,谷祖琳,主演
春娇与志明,田蕊妮,主演
春娇与志明,詹瑞文,主演
春娇与志明,司徒慧焯,主演
春娇与志明,陈逸宁,主演
春娇与志明,王馨平,主演
春娇与志明,尹志文,主演
春娇与志明,曾国祥,主演
神马都是浮云,林雪,主演
神马都是浮云,林鹏,主演
神马都是浮云,陶明喜,导演
神马都是浮云,巴多,主演
神马都是浮云,刘晓晔,主演
神马都是浮云,北京艺海星光国际文化发展有限公司,制作
神马都是浮云,广州盛世华映文化传播有限公司,制作
神马都是浮云,陈超,主演
神马都是浮云,张达明,主演
神马都是浮云,刘永,主演
神马都是浮云,林子聪,主演
神马都是浮云,连晋,主演
神马都是浮云,蒋一盟,主演
神马都是浮云,尚国伟,主演
神马都是浮云,尤方明,主演
神马都是浮云,杜守明,主演
神马都是浮云,刘忠富,主演
诸神之怒,传奇影业,制作
诸神之怒,罗莎曼德·派克（裴淳华）,主演
诸神之怒,比尔·奈伊,主演
诸神之怒,拉尔夫·费因斯,主演
诸神之怒,丹尼·赫斯顿,主演
诸神之怒,埃德加·拉米雷兹,主演
诸神之怒,连姆·尼森,主演
诸神之怒,萨姆·沃辛顿,主演
诸神之怒,托比·凯贝尔,主演
诸神之怒,西妮德·库萨克,主演
诸神之怒,乔纳森·理贝斯曼,导演
绣花鞋,上海电影股份有限公司影视发行分公司,发行
绣花鞋,景岗山,主演
绣花鞋,邢岷山,主演
绣花鞋,福建恒业影业有限公司,发行
绣花鞋,星汇天姬（北京）电影投资有限公司,制作
绣花鞋,星汇天姬（北京）电影投资有限公司,发行
绣花鞋,绍兴盛夏影视文化投资有限公司,制作
绣花鞋,深圳智尚影视投资有限公司,制作
绣花鞋,合肥广电投资有限责任公司,制作
绣花鞋,安徽金牛影视投资有限公司,制作
绣花鞋,惠英红,主演
绣花鞋,唐文龙,主演
绣花鞋,叶伟民,导演
绣花鞋,陈晓东,主演
绣花鞋,林心如,主演
绣花鞋,原岛大地,主演
绣花鞋,莫小棋,主演
绣花鞋,叶熙祺,主演
下一个奇迹,上海电影股份有限公司影视发行分公司,发行
下一个奇迹,秦昊,主演
下一个奇迹,上海共创文化传播有限公司,制作
下一个奇迹,唐振刚,主演
下一个奇迹,卓立,导演
下一个奇迹,吕晓霖,主演
下一个奇迹,石修,主演
下一个奇迹,张国柱,主演
下一个奇迹,杨祐宁,主演
下一个奇迹,莫小棋,主演
下一个奇迹,朴熙植,主演
下一个奇迹,刘诗诗,主演
车在囧途,潘长江,主演
车在囧途,瞿颖,主演
车在囧途,郭德纲,主演
车在囧途,张馨予,主演
车在囧途,高鑫,主演
车在囧途,王一楠,主演
车在囧途,叮当,主演
车在囧途,于谦,主演
车在囧途,周晓鸥,主演
车在囧途,北京华语大业文化传媒有限公司,制作
车在囧途,鲍积明,导演
车在囧途,许绍洋,主演
车在囧途,潘斌龙,主演
车在囧途,刘朵朵,主演
车在囧途,吕博曦,主演
车在囧途,高军,主演
车在囧途,华原,导演
车在囧途,侯震,主演
台北飘雪,童瑶,主演
台北飘雪,三和娱乐国际有限公司,制作
台北飘雪,霍建起,导演
台北飘雪,博纳影视娱乐有限公司,制作
台北飘雪,日本宝岛株式会社,制作
台北飘雪,金士杰,主演
台北飘雪,陈柏霖,主演
台北飘雪,杨祐宁,主演
台北飘雪,蔡淑臻,主演
台北飘雪,王琄,主演
台北飘雪,莫子仪,主演
台北飘雪,纪培慧,主演
关于爱情和那些魔鬼,洪剑涛,主演
关于爱情和那些魔鬼,华夏电影发行有限责任公司,发行
关于爱情和那些魔鬼,杨童舒,主演
关于爱情和那些魔鬼,天铭嘉业文化传媒投资有限公司,制作
关于爱情和那些魔鬼,北京吉祥卓根影视文化有限公司,制作
关于爱情和那些魔鬼,赵小僮,导演
关于爱情和那些魔鬼,张颖,主演
关于爱情和那些魔鬼,莫少聪,主演
关于爱情和那些魔鬼,马超,主演
关于爱情和那些魔鬼,李靖,主演
关于爱情和那些魔鬼,都嘟,主演
关于爱情和那些魔鬼,嵇波,主演
关于爱情和那些魔鬼,夏阳阳,主演
关于爱情和那些魔鬼,张乃欧,主演
关于爱情和那些魔鬼,邵岳恒,主演
关于爱情和那些魔鬼,成晖,主演
关于爱情和那些魔鬼,郭晓,主演
关于爱情和那些魔鬼,吴延延,主演
关于爱情和那些魔鬼,刘凤娇,主演
翅膀花,北京嘉禾明珠影视文化有限公司,制作
翅膀花,热衣曼·迪力木,主演
翅膀花,韩赤飞,导演
翅膀花,阚琳娜,主演
翅膀花,高强,主演
泰坦尼克号3D,派拉蒙影业公司,制作
泰坦尼克号3D,20世纪福克斯电影公司,制作
泰坦尼克号3D,华夏电影发行有限责任公司,发行
泰坦尼克号3D,莱昂纳多·迪卡普里奥,主演
泰坦尼克号3D,詹姆斯·卡梅隆,主演
泰坦尼克号3D,詹姆斯·卡梅隆,导演
泰坦尼克号3D,凯文·德·拉·诺伊,主演
泰坦尼克号3D,格劳瑞亚·斯图尔特,主演
泰坦尼克号3D,乔纳森·海德,主演
泰坦尼克号3D,保罗·赫伯特,主演
泰坦尼克号3D,艾恩·格拉法德,主演
泰坦尼克号3D,比尔·帕克斯顿,主演
泰坦尼克号3D,凯西·贝茨,主演
泰坦尼克号3D,凯特·温丝莱特,主演
泰坦尼克号3D,伊万·斯图尔特,主演
泰坦尼克号3D,詹妮特·戈德斯坦恩,主演
泰坦尼克号3D,弗兰西丝·费舍,主演
泰坦尼克号3D,维克托·加柏,主演
泰坦尼克号3D,马丁·莱英,主演
泰坦尼克号3D,比利·赞恩,主演
泰坦尼克号3D,安妮·弗莱彻,主演
泰坦尼克号3D,西蒙·克莱恩,主演
泰坦尼克号3D,史蒂文·奎里,主演
爱在那一天,巩汉林,主演
爱在那一天,阚清子,主演
爱在那一天,武艺,主演
爱在那一天,北京北角映画文化传播有限公司,制作
爱在那一天,北京北角映画文化传播有限公司,发行
爱在那一天,湖南飞尔蒙影业传媒有限公司,制作
爱在那一天,金珠,主演
爱在那一天,朱少宇,导演
爱在那一天,聂杰铭,主演
爱在那一天,马里奥·毛瑞尔,主演
荒岛情未了,陈龙,主演
荒岛情未了,北京新影联影业有限责任公司,发行
荒岛情未了,曹曦文,主演
荒岛情未了,北京九州同映数字电影院线有限公司,制作
荒岛情未了,福建恒业影业有限公司,发行
荒岛情未了,蒋小涵,主演
荒岛情未了,喻瀚湫,导演
荒岛情未了,北京华夏星城影视文化艺术有限公司,制作
荒岛情未了,柯言,主演
荒岛情未了,曹苑,主演
荒岛情未了,任珈锐,主演
荒岛情未了,乔大韦,主演
荒岛情未了,东来东往,主演
一夜成名,刘桦,主演
一夜成名,龙腾艺都（北京）影业投资有限公司,发行
一夜成名,金润集团,制作
一夜成名,北京龙子鉴影视文化有限公司,制作
一夜成名,田娃,主演
一夜成名,王思懿,主演
一夜成名,石磊,导演
一夜成名,维塔斯,主演
一夜成名,苏珊·鲍尔,主演
一夜成名,卡门·玛索拉,主演
一夜成名,董美祎,主演
一夜成名,黄圣依,主演
纽约行动,北京紫禁城三联影视发行有限公司,发行
纽约行动,华夏电影发行有限责任公司,发行
纽约行动,艾萨克·佛罗伦汀,导演
纽约行动,伊原刚志,主演
纽约行动,加瑞克·哈根,主演
纽约行动,斯科特·阿特金斯,主演
纽约行动,伊川东吾,主演
纽约行动,斯索·坎布罗夫,主演
盗亦有道,华夏电影发行有限责任公司,发行
盗亦有道,金秀路,主演
盗亦有道,赵熙奉,主演
盗亦有道,金子玉,主演
盗亦有道,李凡秀,主演
盗亦有道,朴仁焕,主演
盗亦有道,李诗英,主演
盗亦有道,高恩美,主演
盗亦有道,郑勇基,导演
盗亦有道,成东日,主演
超级战舰,United International Pictures (UIP) ,发行
超级战舰,华夏电影发行有限责任公司,发行
超级战舰,环球影业公司,发行
超级战舰,浅野忠信,主演
超级战舰,亚历山大·斯卡斯加德,主演
超级战舰,连姆·尼森,主演
超级战舰,泰勒·克奇,主演
超级战舰,格里夫·弗斯特,主演
超级战舰,蕾哈娜,主演
超级战舰,乔希·潘斯,主演
超级战舰,杰西·普莱蒙,主演
超级战舰,乔丹·柯克伍德,主演
超级战舰,布鲁克琳·黛克,主演
超级战舰,彼得·博格,导演
我是中国人,颜丹晨,主演
我是中国人,北京金棕影视文化有限公司,发行
我是中国人,深圳市奥琪文体策划有限公司北京分公司,制作
我是中国人,黄一飞,主演
我是中国人,李乾铭,主演
我是中国人,刘观伟,导演
灵魂战车2：复仇时刻,Warner Bros. ,发行
灵魂战车2：复仇时刻,Columbia Pictures ,发行
灵魂战车2：复仇时刻,Deltamac Entertainment ,发行
灵魂战车2：复仇时刻,Audio Visual Enterprises ,发行
灵魂战车2：复仇时刻,E Stars Films ,发行
灵魂战车2：复仇时刻,Pinema ,发行
灵魂战车2：复仇时刻,Noori Pictures ,发行
灵魂战车2：复仇时刻,Warner Bros. Pictures ,发行
灵魂战车2：复仇时刻,尼古拉斯·凯奇,主演
灵魂战车2：复仇时刻,安东尼·海德,主演
灵魂战车2：复仇时刻,塞伦·希德,主演
灵魂战车2：复仇时刻,伊德瑞斯·艾尔巴,主演
灵魂战车2：复仇时刻,布莱恩·泰勒,导演
灵魂战车2：复仇时刻,克里斯多弗·兰伯特,主演
灵魂战车2：复仇时刻,约翰尼·威特沃斯,主演
灵魂战车2：复仇时刻,马克·耐沃尔代,导演
黄金大劫案,郭涛,主演
黄金大劫案,陶虹,主演
黄金大劫案,刘桦,主演
黄金大劫案,黄渤,主演
黄金大劫案,孙淳,主演
黄金大劫案,范伟,主演
黄金大劫案,宁浩,导演
黄金大劫案,岳小军,主演
黄金大劫案,雷佳音,主演
黄金大劫案,北京小马奔腾文化传媒股份有限公司,发行
黄金大劫案,董立范,主演
黄金大劫案,程媛媛,主演
黄金大劫案,东阳映月影视文化传媒有限公司,制作
黄金大劫案,山崎敬一,主演
匹夫,黄晓明,主演
匹夫,江珊,主演
匹夫,张歆艺,主演
匹夫,张译,主演
匹夫,高群书,主演
匹夫,华夏电影发行有限责任公司,发行
匹夫,梁静,主演
匹夫,北京光线影业有限公司,制作
匹夫,北京光线影业有限公司,发行
匹夫,倪景阳,主演
匹夫,王烈,主演
匹夫,天津全景影业投资有限公司,制作
匹夫,张越,主演
匹夫,李子雄,主演
匹夫,包小柏,主演
匹夫,马志明,主演
匹夫,孙磊,主演
匹夫,杨树鹏,导演
刘伯承市长,八一电影制片厂,制作
刘伯承市长,巫刚,主演
刘伯承市长,刘之冰,主演
刘伯承市长,陈健,导演
刘伯承市长,高志强,主演
刘伯承市长,张再新,主演
刘伯承市长,白雨,主演
刘伯承市长,张在新,主演
刘伯承市长,李幼斌,主演
骆驼客,国家新闻出版广电总局电影卫星频道节目制作中心,制作
骆驼客,高峰,导演
骆驼客,华诚电影电视数字节目有限公司,发行
骆驼客,张玉龙,主演
骆驼客,安启虎,主演
骆驼客,陈旭竹,主演
骆驼客,刘小宁,主演
云上太阳,北京云上太阳影视文化有限公司,制作
云上太阳,龚旋,主演
云上太阳,穆修玮,主演
云上太阳,丑丑,导演
云上太阳,樊晓洋,主演
杀生,黄渤,主演
杀生,马精武,主演
杀生,星美传媒集团有限公司,制作
杀生,星美传媒集团有限公司,发行
杀生,管虎,导演
杀生,王迅,主演
杀生,余男,主演
杀生,梁静,主演
杀生,柏合丽娱乐传媒集团,制作
杀生,北京春天融和影视文化有限责任公司,制作
杀生,任达华,主演
杀生,苏有朋,主演
杀生,胡继光,主演
我是大熊猫,上海电影股份有限公司影视发行分公司,发行
我是大熊猫,上海美术电影制片厂,制作
我是大熊猫,刘纯燕,主演
我是大熊猫,江阴宏图动画制作有限公司,制作
我是大熊猫,浙江中南卡通股份有限公司,制作
我是大熊猫,韩乔生,主演
我是大熊猫,亢宝晶,导演
我是大熊猫,汤继业,导演
包裹,云南金洋影视文化传媒有限公司,制作
形影不离,闫妮,主演
形影不离,韩童生,主演
形影不离,华夏电影发行有限责任公司,发行
形影不离,北京彩色舞文化传播有限公司,制作
形影不离,张默,主演
形影不离,龚蓓苾,主演
形影不离,吴超,主演
形影不离,赵宁宇,主演
形影不离,华强方特影业投资有限公司,制作
形影不离,华强方特影业投资有限公司,发行
形影不离,翟小兴,主演
形影不离,深圳迅雷网络技术有限公司,制作
形影不离,北京泰阁映画影视发行有限公司,发行
形影不离,万达影视传媒有限公司,发行
形影不离,曾江,主演
形影不离,吴彦祖,主演
形影不离,白雪云,主演
形影不离,伍仕贤,主演
形影不离,伍仕贤,导演
形影不离,彼得·斯特曼,主演
形影不离,凯文·史派西,主演
形影不离,王砚辉,主演
形影不离,丽萨·s,主演
月色狰狞,姚橹,主演
月色狰狞,北京春秋时代文化有限公司,发行
月色狰狞,张力,导演
月色狰狞,李玉,主演
月色狰狞,邢佳栋,主演
月色狰狞,杭州中赢影视传媒有限公司,制作
月色狰狞,浙江凯恩影视文化传播有限公司,制作
月色狰狞,杭州正野影业有限公司,制作
月色狰狞,杭州文联影视动漫创作中心,制作
月色狰狞,矢野浩二,主演
月色狰狞,李彧,主演
月色狰狞,徐晶晶,主演
与妻书,佟大为,主演
与妻书,洪剑涛,主演
与妻书,许晴,主演
与妻书,华夏电影发行有限责任公司,制作
与妻书,华夏电影发行有限责任公司,发行
与妻书,王小列,导演
与妻书,肖聪,主演
与妻书,北京海润影业有限公司,制作
与妻书,广州金逸影视传媒股份有限公司,发行
与妻书,北京三祥国际文化传播有限公司,制作
与妻书,重庆广播电视集团（总台）,制作
与妻书,吴孟达,主演
与妻书,李子雄,主演
与妻书,刘长德,主演
与妻书,韩英群,主演
与妻书,赵作山,主演
与妻书,何佳仪,主演
与妻书,黄精一,主演
复仇者联盟,派拉蒙影业公司,制作
复仇者联盟,华夏电影发行有限责任公司,发行
复仇者联盟,美国漫威影业公司,制作
复仇者联盟,小罗伯特·唐尼,主演
复仇者联盟,格温妮丝·帕特洛,主演
复仇者联盟,克里斯·埃文斯,主演
复仇者联盟,克里斯·海姆斯沃斯,主演
复仇者联盟,马克·鲁法洛,主演
复仇者联盟,斯嘉丽·约翰逊,主演
复仇者联盟,斯特兰·斯卡斯加德,主演
复仇者联盟,汤姆·希德勒斯顿,主演
复仇者联盟,塞缪尔·杰克逊,主演
复仇者联盟,克拉克·格雷格,主演
复仇者联盟,罗密·罗斯蒙特,主演
复仇者联盟,保罗·贝坦尼,主演
复仇者联盟,杰瑞米·雷纳,主演
复仇者联盟,卢·费里诺,主演
复仇者联盟,沃特尔·派瑞兹,主演
复仇者联盟,乔斯·韦登,导演
飞越老人院,牛犇,主演
飞越老人院,徐帆,主演
飞越老人院,北京电影学院青年电影制片厂,制作
飞越老人院,许还山,主演
飞越老人院,陈坤,主演
飞越老人院,韩童生,主演
飞越老人院,廖凡,主演
飞越老人院,仲星火,主演
飞越老人院,陶玉玲,主演
飞越老人院,颜丙燕,主演
飞越老人院,刘江,主演
飞越老人院,黄素影,主演
飞越老人院,果静林,主演
飞越老人院,管宗祥,主演
飞越老人院,田华,主演
飞越老人院,吴天明,主演
飞越老人院,张杨,导演
飞越老人院,大盛国际传媒（北京）有限公司,制作
飞越老人院,大盛国际传媒（北京）有限公司,发行
飞越老人院,张华勋,主演
飞越老人院,戴军,主演
飞越老人院,麦颂影视投资（上海）有限公司,制作
飞越老人院,王德顺,主演
飞越老人院,江化霖,主演
飞越老人院,北京紫禁城影业有限责任公司,制作
飞越老人院,和力辰光国际文化传媒（北京）有限公司,制作
飞越老人院,蔡鸿翔,主演
飞越老人院,许建海,主演
飞越老人院,李滨,主演
飞越老人院,贾凤森,主演
飞越老人院,唐佐辉,主演
飞越老人院,高歌,主演
飞越老人院,斯琴高娃,主演
星星的孩子,梁静,主演
星星的孩子,中影南方电影新干线有限公司,发行
星星的孩子,上海联和电影院线有限责任公司,发行
星星的孩子,盛唐环球(北京)传媒文化有限公司,制作
星星的孩子,中国儿童少年基金会,发行
星星的孩子,百老汇院线,发行
星星的孩子,上海苗子文化咨询有限公司,制作
星星的孩子,金宏,主演
星星的孩子,朱江迪,主演
星星的孩子,陈苗,导演
大碗茶,国家新闻出版广电总局电影卫星频道节目制作中心,制作
大碗茶,张双利,主演
大碗茶,北京中影联广告有限责任公司,制作
大碗茶,潘镜丞,导演
大碗茶,石小满,主演
赛德克·巴莱 内地版,华夏电影发行有限责任公司,发行
赛德克·巴莱 内地版,果子电影有限公司,制作
赛德克·巴莱 内地版,万达影视传媒有限公司,发行
赛德克·巴莱 内地版,徐若瑄,主演
赛德克·巴莱 内地版,魏德圣,导演
赛德克·巴莱 内地版,马志翔,主演
赛德克·巴莱 内地版,吴朋奉,主演
赛德克·巴莱 内地版,温岚,主演
赛德克·巴莱 内地版,罗美玲,主演
赛德克·巴莱 内地版,徐诣帆,主演
赛德克·巴莱 内地版,林庆台,主演
赛德克·巴莱 内地版,郑志伟,主演
赛德克·巴莱 内地版,松本实,主演
赛德克·巴莱 内地版,木村祐一,主演
赛德克·巴莱 内地版,田中千绘,主演
赛德克·巴莱 内地版,春田纯一,主演
赛德克·巴莱 内地版,游大庆,主演
赛德克·巴莱 内地版,马如龙,主演
赛德克·巴莱 内地版,安藤政信,主演
赛德克·巴莱 内地版,河西健司,主演
赛德克·巴莱 内地版,汤湘竹,主演
赛德克·巴莱 内地版,米七偶,主演
影子爱人,恬妞,主演
影子爱人,北京新影联影业有限责任公司,发行
影子爱人,华夏电影发行有限责任公司,发行
影子爱人,成泰燊,主演
影子爱人,井柏然,主演
影子爱人,景甜,主演
影子爱人,鲁园,主演
影子爱人,dmg娱乐传媒集团,制作
影子爱人,北京安石英纳影视文化有限公司,发行
影子爱人,印纪影视娱乐传媒有限公司,制作
影子爱人,印纪影视娱乐传媒有限公司,发行
影子爱人,珠江影业传媒股份有限公司,发行
影子爱人,上海映迹影视策划有限公司,制作
影子爱人,蝴蝶时代影视文化有限公司,制作
影子爱人,吴耀汉,主演
影子爱人,潘源良,导演
影子爱人,张韶涵,主演
影子爱人,丁春诚,主演
影子爱人,张柏芝,主演
影子爱人,权相宇,主演
影子爱人,龚海铭,主演
追凶,林雪,主演
追凶,香港银都机构有限公司,制作
追凶,王宝强,主演
追凶,寰宇娱乐有限公司,制作
追凶,乐视影业（北京）有限公司,制作
追凶,乐视影业（北京）有限公司,发行
追凶,刘青云,主演
追凶,卢惠光,主演
追凶,骆应钧,主演
追凶,彭发,导演
追凶,江美仪,主演
追凶,江若琳,主演
追凶,林司敏,主演
追凶,傅嘉莉,主演
追凶,万绮雯,主演
今天·明天,何炅,主演
今天·明天,重庆享弘影视股份有限公司,制作
今天·明天,林浩,主演
今天·明天,殷桃,主演
今天·明天,刘左峰,导演
初恋浅规则,杭州今古时代电影制作有限公司,发行
初恋浅规则,杭州嘉文影视策划有限公司,制作
初恋浅规则,杭州嘉文影视策划有限公司,发行
初恋浅规则,尚众（上海）影视策划有限公司,制作
初恋浅规则,尚众（上海）影视策划有限公司,发行
初恋浅规则,厦门天曌影视传媒有限公司,制作
初恋浅规则,杭州明朗影视制作有限公司,制作
初恋浅规则,赵雨菲,主演
初恋浅规则,王一冰,导演
初恋浅规则,刘子豪,主演
三个火枪手,GAGA Communications ,发行
三个火枪手,康斯坦丁影业公司,制作
三个火枪手,Alliance Films ,发行
三个火枪手,台湾龙祥娱乐多媒体股份有限公司,发行
三个火枪手,Lotte Entertainment ,发行
三个火枪手,E1 Entertainment ,发行
三个火枪手,Davis-Films ,制作
三个火枪手,Aurum Producciones S.A. ,发行
三个火枪手,DCA ,发行
三个火枪手,Latinamerican Theatrical Group ,发行
三个火枪手,Future Films Ltd. ,制作
三个火枪手,Scott Rudin Productions ,制作
三个火枪手,顶峰娱乐公司,发行
三个火枪手,奥兰多·布鲁姆,主演
三个火枪手,詹姆斯·柯登,主演
三个火枪手,卢克·伊万斯,主演
三个火枪手,雷·史蒂文森,主演
三个火枪手,蒂尔·施威格,主演
三个火枪手,罗根·勒曼,主演
三个火枪手,弗雷迪·福克斯,主演
三个火枪手,克里斯托弗·瓦尔兹,主演
三个火枪手,马修·麦克费登,主演
三个火枪手,朱诺·坦普尔,主演
三个火枪手,保罗·安德森,导演
三个火枪手,米拉·乔沃维奇,主演
三个火枪手,加布瑞拉·王尔德,主演
三个火枪手,麦斯·米科尔森,主演
地域无门,上海电影股份有限公司影视发行分公司,发行
地域无门,陈紫函,主演
地域无门,大地时代电影文化传播(北京)有限公司,发行
地域无门,牛萌萌,主演
地域无门,吴耀权,导演
地域无门,珠江影业传媒股份有限公司,发行
地域无门,琥珀工场文化传媒（北京）有限公司,制作
地域无门,琥珀工场文化传媒（北京）有限公司,发行
地域无门,柳海龙,主演
地域无门,魏璐,主演
地域无门,李兆基,主演
地域无门,谭耀文,主演
地域无门,立威廉,主演
地域无门,石天琦,主演
我11,闫妮,主演
我11,北京新影联影业有限责任公司,发行
我11,李小璐,主演
我11,王小帅,导演
我11,华夏电影发行有限责任公司,发行
我11,乔任梁,主演
我11,北京冬春文化传播有限公司,制作
我11,福建恒业影业有限公司,发行
我11,于越,主演
我11,张珂源,主演
我11,王景春,主演
我11,钟国流星,主演
我11,刘文卿,主演
我11,楼逸昊,主演
我11,莫诗旎,主演
浮城大亨,香港银都机构有限公司,制作
浮城大亨,何超仪,主演
浮城大亨,东方电影出品有限公司,制作
浮城大亨,杨采妮,主演
浮城大亨,蘭发行团队,发行
浮城大亨,广州美亚华天下电影发行有限公司,发行
浮城大亨,北京龙腾艺都文化传媒有限公司,发行
浮城大亨,梁祖尧,主演
浮城大亨,郭富城,主演
浮城大亨,鲍起静,主演
浮城大亨,严浩,导演
浮城大亨,鲁振顺,主演
浮城大亨,郑家星,主演
浮城大亨,袁富华,主演
浮城大亨,刘心悠,主演
浮城大亨,河国荣,主演
浮城大亨,陈永泉,主演
人狼大战,Dutch FilmWorks (DFW) ,发行
人狼大战,Ascot Elite Entertainment Group ,发行
人狼大战,乌发电影公司,发行
人狼大战,华夏电影发行有限责任公司,发行
人狼大战,Icon Film Distribution ,发行
人狼大战,Cinemax ,发行
人狼大战,Innoform Media ,发行
人狼大战,Midget Entertainment ,发行
人狼大战,Entertainment One ,发行
人狼大战,Open Road Films (II) ,发行
人狼大战,本·布雷,主演
人狼大战,乔·卡纳汉,导演
人狼大战,侬索·阿诺斯,主演
人狼大战,乔·安德森,主演
人狼大战,达拉斯·罗伯特斯,主演
人狼大战,连姆·尼森,主演
人狼大战,德蒙特·莫罗尼,主演
人狼大战,詹姆斯·贝吉·戴尔,主演
人狼大战,弗兰克·格里罗,主演
天空之城,侯勇,主演
天空之城,沈建宏,主演
天空之城,江苏华红影视投资有限公司,制作
天空之城,曾祥程,主演
天空之城,陈奕,主演
天空之城,郭靖,导演
生死罗布泊,天山电影制片厂,制作
生死罗布泊,华夏电影发行有限责任公司,制作
生死罗布泊,华夏电影发行有限责任公司,发行
生死罗布泊,王洛勇,主演
生死罗布泊,周波,主演
生死罗布泊,杨圣文,主演
生死罗布泊,袁琛,主演
生死罗布泊,安尼瓦尔,主演
生死罗布泊,艾克莱木,主演
生死罗布泊,董玲,导演
生死罗布泊,阿尔森,主演
生死罗布泊,马冬,主演
忠诚与背叛,八一电影制片厂,制作
忠诚与背叛,八一电影制片厂,发行
忠诚与背叛,巫刚,主演
忠诚与背叛,宁静,主演
忠诚与背叛,侯勇,主演
忠诚与背叛,苗圃,主演
忠诚与背叛,郭晓冬,主演
忠诚与背叛,宋春丽,主演
忠诚与背叛,刘之冰,主演
忠诚与背叛,侯天来,主演
忠诚与背叛,陶玉玲,主演
忠诚与背叛,华夏电影发行有限责任公司,发行
忠诚与背叛,金鑫,主演
忠诚与背叛,卢奇,主演
忠诚与背叛,丁柳元,主演
忠诚与背叛,祝新运,主演
忠诚与背叛,赵晓明,主演
忠诚与背叛,中国电影家协会,制作
忠诚与背叛,白景军,主演
忠诚与背叛,张曦文,主演
忠诚与背叛,曾志伟,主演
忠诚与背叛,王辉,主演
忠诚与背叛,徐箭,主演
忠诚与背叛,张玉中,导演
忠诚与背叛,李幼斌,主演
狂奔蚂蚁,华夏电影发行有限责任公司,发行
狂奔蚂蚁,福建恒业影业有限公司,发行
狂奔蚂蚁,上海凯羿影视传播有限公司,发行
狂奔蚂蚁,上海七贤影视文化传媒有限公司,制作
狂奔蚂蚁,上海壹心视觉艺术有限公司,制作
狂奔蚂蚁,杨涛,主演
狂奔蚂蚁,李之浩,主演
狂奔蚂蚁,葛文喆,导演
狂奔蚂蚁,黄晋琨,主演
狂奔蚂蚁,谷倖仪,主演
狂奔蚂蚁,吴恩旋,主演
狂奔蚂蚁,潘昊,导演
我与拉拉,杭州今古时代电影制作有限公司,制作
我与拉拉,杭州明朗影视制作有限公司,发行
我与拉拉,杨广福,导演
我与拉拉,唐妍,导演
黑衣人3,哥伦比亚影片公司,制作
黑衣人3,华夏电影发行有限责任公司,发行
黑衣人3,乔什·布洛林,主演
黑衣人3,贾斯汀·比伯,主演
黑衣人3,迈克尔·斯图巴,主演
黑衣人3,爱丽丝·伊芙,主演
黑衣人3,大卫·拉斯彻,主演
黑衣人3,蒂姆·波顿,主演
黑衣人3,詹姆斯·马丁·凯利,主演
黑衣人3,尼可·斯彻金格,主演
黑衣人3,艾玛·汤普森,主演
黑衣人3,杰玛·阿特登,主演
黑衣人3,杰梅奈·克莱门特,主演
黑衣人3,巴里·索南菲尔德,主演
黑衣人3,巴里·索南菲尔德,导演
黑衣人3,女神卡卡,主演
黑衣人3,约瑟夫·甘纳斯考利,主演
黑衣人3,比尔·哈德尔,主演
黑衣人3,威尔·史密斯,主演
黑衣人3,汤米·李·琼斯,主演
黑衣人3,凯文·柯威斯,主演
